-6.518500212873775013e+01 , 7.798616559828767114e-01 , -7.683095198871072284e+01
1.173316290158032738e+00 , -9.279468960425144575e-01 , 1.252477505365721389e-01
4.310438619200925858e-01 , -3.779870855725202539e-01 , -3.619006743335902998e-01
1.607701442466973329e+00 , 6.126841302448911009e-01 , 6.443460015109470085e-01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-5.209963775463363866e+00 , 7.609283882403659049e-01 , -8.160861065962589089e-01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
1.376877624591543947e+00 , -2.823879554421721227e+00 , -4.448267350938748699e+00
2.405752202630319747e+00 , 3.109391040242695525e-01 , 3.230351410009891788e-01
-2.342821357276364758e+00 , 2.644904641378050592e+00 , -2.786963090325700332e-02
2.185491742779591906e+00 , -5.997644384248015381e-01 , -6.000146041711024170e-01
1.298461532091325754e+00 , 1.646718981984460484e-01 , -3.359222694211960736e-03
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-1.012869866862886248e+01 , -1.687748460569111586e+01 , -3.863527984510625735e-01
-2.173475622331721979e-02 , 9.581646390407059233e-01 , 5.214312761192516077e-02
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-2.164522726701714816e+01 , -1.730188282418574985e+01 , 1.278236316386551330e+00
-4.267927848657319112e-01 , 1.160723522353603654e+00 , -1.249652227701222751e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
2.180453614820857311e+00 , 6.463744185338770043e-01 , 6.347041699423967565e-01
3.141776578029910727e+00 , 4.301741468552607306e-01 , 6.602933770185297480e-01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-5.057387647981161649e+01 , 8.004491413363149510e-01 , -5.210404104464220154e+01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
2.932745588504759304e-03 , -7.147513495448084564e-01 , 4.646421386308157708e-01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-8.565911747774470086e+01 , -7.481203970018179916e+01 , -8.829838170482410931e+01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-9.028449239337410859e+01 , -6.948109451557743910e+01 , 1.647123706151275568e+00
-8.022996584239386664e+00 , -3.759978359493105771e+00 , 7.282737852042433513e-01
-9.565875371951515049e+00 , 6.145514513656903377e-01 , -1.200965557577025500e+01
9.412190879543804733e-01 , 2.235959528499383009e-02 , -1.639401533063555017e-01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-4.877561138521696904e+01 , 1.885171606053233917e-01 , -4.931597209533051540e+01
2.190255974679438999e+00 , -8.209885574068190861e-01 , -1.398090164152263892e-01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-9.390359944843000406e+00 , -1.036587612807882586e+01 , 3.530617060139018548e-01
-1.308780055365182591e+02 , -9.940286015725094160e+01 , -5.032396965744124628e+01
1.112543640455238680e+00 , 1.281285145227827049e-01 , 7.700893935465914775e-02
1.336723266100221075e+00 , 4.588399102012067909e-01 , 4.044421321998793450e-01
